plan_vector,condition_vector,training_class,exercise_count,exercise_names
"[0.24275782704353333, 0.36691758036613464, 0.6001752018928528, 0.6556878089904785, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.1428571492433548, 0.05545562133193016, 0.13268183171749115, 0.14109191298484802, 0.9035837650299072, 0.7753072381019592, 0.5081180930137634, 0.6204630136489868]","[0.3504640460014343, 0.40338584780693054, 0.3771301209926605, 0.0, 0.0, 1.0, 1.0, 0.2199867069721222, 1.0, 0.0, 0.0, 0.36534756422042847, 0.0, 0.0, 1.0, 0.7335401177406311, 0.3167000412940979, 0.7775084376335144, 0.5461990833282471, 0.4262680113315582, 0.9640240669250488, 0.3699297308921814, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,dumbbell lying single extension;lever seated row;dumbbell one arm upright row;smith leg press;assisted hanging knee raise with throw down;barbell incline bench press;cable decline fly
"[0.7931351065635681, 0.9630659222602844, 0.5132813453674316, 0.4294705390930176, 0.0, 0.4000000059604645, 0.0, 0.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.14492295682430267, 0.1361588090658188, 0.18586164712905884, 0.8022076487541199, 0.6970840692520142, 0.8772714138031006, 0.8306555151939392]","[0.3645217716693878, 0.4357330799102783, 0.4363890588283539, 0.0, 1.0, 0.0, 0.0, 0.24112488329410553, 0.0, 0.0, 1.0, 0.09424809366464615, 0.0, 0.0, 0.0, 0.4098869264125824, 0.4747011661529541, 0.6872442364692688, 0.7177697420120239, 0.4298338294029236, 0.9633575081825256, 0.7244895696640015, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,sled 45° leg press (side pov);weighted hyperextension (on stability ball);dumbbell one arm hammer preacher curl;dumbbell one arm upright row;cable seated curl
"[0.7547181844711304, 0.6230005025863647, 0.3498663604259491, 0.33871227502822876, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.0, 0.1666666716337204, 0.08613207191228867, 0.1442292183637619, 0.27591314911842346, 0.6779736280441284, 0.6233748197555542, 0.5560950040817261, 0.7988121509552002]","[0.45544886589050293, 0.4392332136631012, 0.596933126449585, 0.0, 1.0, 0.0, 0.0, 0.1783086210489273, 0.0, 0.0, 1.0, 0.05059611797332764, 0.0, 0.0, 0.0, 0.30150121450424194, 0.5854388475418091, 0.6346407532691956, 0.7707284688949585, 0.4088318943977356, 0.9868006110191345, 0.49408578872680664, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,kettlebell pistol squat;dumbbell lying single extension;barbell standing close grip curl;barbell incline bench press;bent knee lying twist (male);assisted hanging knee raise with throw down
"[0.3164697587490082, 0.3587660789489746, 0.578973114490509, 0.4854823052883148, 0.0, 0.6666666865348816, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14815209805965424, 0.05965913459658623, 0.2415279746055603, 0.8685282468795776, 0.642308235168457, 0.979148268699646, 0.837800920009613]","[0.6286162734031677, 0.4353275001049042, 0.3428367078304291, 0.0, 0.0, 1.0, 1.0, 0.3651871085166931, 0.0, 1.0, 0.0, 0.39720603823661804, 0.0, 0.0, 1.0, 0.5353931188583374, 0.3593895137310028, 0.6716815233230591, 0.519990086555481, 0.32834139466285706, 0.9656842350959778, 0.33384087681770325, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,3,dumbbell standing concentration curl;barbell standing close grip curl;dumbbell one arm hammer preacher curl
"[0.6036792993545532, 0.9999716877937317, 0.5536552667617798, 0.4571797847747803, 0.0, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.2857142984867096, 0.0, 0.1428571492433548, 0.1428571492433548, 0.13320796191692352, 0.0642080008983612, 0.280224084854126, 0.67180335521698, 0.7310345768928528, 0.7089080810546875, 0.5698336958885193]","[0.27051690220832825, 0.41637155413627625, 0.5511273145675659, 0.0, 1.0, 0.0, 0.0, 0.2377222180366516, 0.0, 1.0, 0.0, 0.10298115760087967, 0.0, 0.0, 0.0, 0.4183855354785919, 0.4441227316856384, 0.49842336773872375, 0.7635321021080017, 0.42167428135871887, 0.9799915552139282, 0.698738157749176, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,dumbbell over bench revers wrist curl;barbell wrist curl v. 2;assisted hanging knee raise with throw down;kettlebell pistol squat;cable decline fly;weighted hyperextension (on stability ball);cable seated crunch
"[0.8904459476470947, 0.4675164520740509, 0.4466795027256012, 0.3053247630596161, 0.1428571492433548, 0.2857142984867096, 0.2857142984867096, 0.0, 0.0, 0.1428571492433548, 0.1428571492433548, 0.0, 0.09781073778867722, 0.14367413520812988, 0.18697383999824524, 0.9484154582023621, 0.7710642218589783, 0.5388231873512268, 0.9785802364349365]","[0.6483635306358337, 0.4717460870742798, 0.27417564392089844, 0.0, 0.0, 1.0, 1.0, 0.2744866907596588, 0.0, 0.0, 1.0, 0.34487423300743103, 0.0, 1.0, 1.0, 0.7851967811584473, 0.1983385682106018, 0.6092495322227478, 0.46710827946662903, 0.31147611141204834, 0.9793450236320496, 0.2813224792480469, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,barbell wrist curl v. 2;barbell seated overhead triceps extension;dumbbell one arm hammer preacher curl;dumbbell one arm upright row;impossible dips;smith incline bench press;weighted side bend (on stability ball)
"[0.3699963390827179, 0.5045694708824158, 0.4309138357639313, 0.48751792311668396, 0.0, 0.6666666865348816, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13131336867809296, 0.09282581508159637, 0.11385149508714676, 0.7369970679283142, 0.517536997795105, 0.740718424320221, 0.6935961842536926]","[0.5152443051338196, 0.28698641061782837, 0.5221255421638489, 0.0, 1.0, 0.0, 0.0, 0.2347579002380371, 1.0, 0.0, 0.0, 0.020991286262869835, 0.0, 0.0, 0.0, 0.3430115580558777, 0.5514770150184631, 0.6115887761116028, 0.6394557952880859, 0.3824083209037781, 0.9733948707580566, 0.5557934641838074, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,barbell incline bench press;dumbbell standing concentration curl;dumbbell lying single extension
"[0.5058917999267578, 0.6302776336669922, 0.4316590130329132, 0.42363327741622925, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.2857142984867096, 0.2857142984867096, 0.0, 0.0, 0.11954425275325775, 0.051219627261161804, 0.20879384875297546, 0.8980343341827393, 0.7744985222816467, 0.7394262552261353, 0.9090398550033569]","[0.36407312750816345, 0.31390097737312317, 0.4642048180103302, 0.0, 1.0, 0.0, 0.0, 0.0937989354133606, 1.0, 0.0, 0.0, 0.05721275135874748, 0.0, 1.0, 0.0, 0.28166940808296204, 0.48337510228157043, 0.7225605845451355, 0.5534509420394897, 0.38064828515052795, 0.986105740070343, 0.5002651810646057, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,barbell standing calf raise;cable seated crunch;dumbbell one arm upright row;cable seated curl;dumbbell palms in incline bench press;sled 45° leg press (side pov);smith incline bench press
"[0.4087018668651581, 0.3425144851207733, 0.4384846091270447, 0.5076571702957153, 0.0, 0.6666666865348816, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.10166294872760773, 0.10680339485406876, 0.23537464439868927, 0.7905834913253784, 0.6441909074783325, 0.6208948493003845, 0.506222128868103]","[0.3712765872478485, 0.36419442296028137, 0.22859668731689453, 0.0, 0.0, 1.0, 1.0, 0.3957936465740204, 0.0, 0.0, 0.0, 0.4144727885723114, 0.0, 0.0, 1.0, 0.6020376086235046, 0.21357129514217377, 0.5703513026237488, 0.6190186142921448, 0.38453641533851624, 0.9750532507896423, 0.5000677704811096, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,3,dumbbell one arm upright row;cable seated curl;dumbbell over bench revers wrist curl
"[0.7890625596046448, 0.35703393816947937, 0.306205153465271, 0.6899718642234802, 0.0, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.11350738257169724, 0.11665714532136917, 0.11388779431581497, 0.5648929476737976, 0.5380711555480957, 0.6443206667900085, 0.7419686317443848]","[0.4748959541320801, 0.483108252286911, 0.2808438837528229, 0.0, 0.0, 1.0, 1.0, 0.2877121567726135, 1.0, 0.0, 0.0, 0.40608471632003784, 0.0, 0.0, 1.0, 0.6405666470527649, 0.19101113080978394, 0.5653502345085144, 0.6722497344017029, 0.4292452931404114, 0.9609922766685486, 0.5242040157318115, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,3,sled 45° leg press (side pov);barbell standing close grip curl;cable decline fly
"[0.44613921642303467, 0.9460300207138062, 0.3432813882827759, 0.6979119777679443, 0.0, 0.25, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.09726151078939438, 0.07424528151750565, 0.10067711770534515, 0.6306201219558716, 0.7899395823478699, 0.899362325668335, 0.8174460530281067]","[0.266097754240036, 0.3306829333305359, 0.7864944338798523, 1.0, 0.0, 0.0, 0.0, 0.16484567523002625, 0.0, 0.0, 0.0, 0.21424058079719543, 0.0, 0.0, 0.0, 0.07624708861112595, 0.687176525592804, 0.4654167890548706, 0.550789475440979, 0.3384871780872345, 0.9823576807975769, 0.6035505533218384, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,4,cable seated curl;cable seated crunch;dumbbell lying single extension;barbell standing close grip curl
"[0.5654358863830566, 0.59532231092453, 0.6225334405899048, 0.6041257381439209, 0.0, 0.3333333432674408, 0.6666666865348816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09579657018184662, 0.08824775367975235, 0.23065073788166046, 0.6566649079322815, 0.5462611317634583, 0.8371264934539795, 0.6134119033813477]","[0.35440242290496826, 0.2667674124240875, 0.44387078285217285, 0.0, 1.0, 0.0, 0.0, 0.06370825320482254, 0.0, 0.0, 0.0, 0.14158877730369568, 0.0, 0.0, 0.0, 0.5724210739135742, 0.41255679726600647, 0.7360808849334717, 0.5722638368606567, 0.4066283106803894, 0.969860315322876, 0.4895923435688019, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,barbell seated overhead triceps extension;dumbbell standing concentration curl;barbell wrist curl v. 2
"[0.7884004712104797, 0.5344123840332031, 0.6732548475265503, 0.318427175283432, 0.0, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.06639454513788223, 0.10913655161857605, 0.10157018899917603, 0.8777650594711304, 0.8228853940963745, 0.9541355967521667, 0.770835280418396]","[0.33283278346061707, 0.4032287895679474, 0.5843097567558289, 0.0, 1.0, 0.0, 0.0, 0.1412566602230072, 0.0, 1.0, 0.0, 0.07371208816766739, 0.0, 1.0, 0.0, 0.44331350922584534, 0.6267107129096985, 0.5848323702812195, 0.8146525621414185, 0.3616707921028137, 0.9647296071052551, 0.6297209858894348, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,cable squatting curl;dumbbell reverse spider curl;smith leg press
"[0.6314055919647217, 0.44448962807655334, 0.5506349205970764, 0.807088315486908, 0.0, 0.3333333432674408, 0.5, 0.1666666716337204, 0.0, 0.0, 0.0, 0.0, 0.06476322561502457, 0.06878107786178589, 0.2635900378227234, 0.6464446187019348, 0.9131423830986023, 0.5409612655639648, 0.7243397831916809]","[0.6338831782341003, 0.4040423333644867, 0.27967286109924316, 0.0, 0.0, 1.0, 1.0, 0.26557299494743347, 0.0, 1.0, 0.0, 0.3784135580062866, 0.0, 1.0, 1.0, 0.6319746375083923, 0.3609957695007324, 0.5737650394439697, 0.454290509223938, 0.4076060652732849, 0.9638346433639526, 0.48202523589134216, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,dumbbell over bench revers wrist curl;barbell standing calf raise;dumbbell reverse spider curl;kettlebell pistol squat;barbell incline bench press;barbell wrist curl v. 2
"[0.8037778735160828, 0.32252267003059387, 0.41460683941841125, 0.7660277485847473, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0565468855202198, 0.12029324471950531, 0.21871250867843628, 0.8356920480728149, 0.9106573462486267, 0.9328139424324036, 0.5888564586639404]","[0.5106222033500671, 0.3750483989715576, 0.24930749833583832, 0.0, 0.0, 1.0, 1.0, 0.20380796492099762, 0.0, 0.0, 1.0, 0.4595367908477783, 0.0, 0.0, 1.0, 0.7834806442260742, 0.40905100107192993, 0.710623025894165, 0.5051457285881042, 0.33191171288490295, 0.9723133444786072, 0.3889623284339905, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,3,cable seated curl;dumbbell standing concentration curl;bent knee lying twist (male)
"[0.8342365622520447, 0.9473692178726196, 0.5348889827728271, 0.5097697973251343, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.12971076369285583, 0.13343583047389984, 0.1115424707531929, 0.6654597520828247, 0.5947991609573364, 0.745646059513092, 0.6643726229667664]","[0.31220129132270813, 0.4034901559352875, 0.45146453380584717, 0.0, 1.0, 0.0, 0.0, 0.1312868446111679, 0.0, 1.0, 0.0, 0.1643204689025879, 0.0, 0.0, 0.0, 0.5914130210876465, 0.5302255749702454, 0.45499828457832336, 0.7945422530174255, 0.39190003275871277, 0.9676835536956787, 0.5305522084236145, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,dumbbell standing concentration curl;assisted hanging knee raise with throw down;weighted side bend (on stability ball);weighted hyperextension (on stability ball)
"[0.5416637063026428, 0.5940214395523071, 0.4412606656551361, 0.3263305127620697, 0.0, 0.6000000238418579, 0.0, 0.20000000298023224, 0.0, 0.0, 0.0, 0.20000000298023224, 0.1292676031589508, 0.09422698616981506, 0.13076426088809967, 0.961821436882019, 0.7939422130584717, 0.6525788903236389, 0.911457896232605]","[0.29989194869995117, 0.2834652364253998, 0.539432168006897, 0.0, 1.0, 0.0, 0.0, 0.1135697215795517, 1.0, 0.0, 0.0, 0.13749352097511292, 0.0, 0.0, 0.0, 0.4125460386276245, 0.5421813130378723, 0.5654118061065674, 0.5877106785774231, 0.34567657113075256, 0.9729372262954712, 0.49833083152770996, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,dumbbell one arm hammer preacher curl;assisted hanging knee raise with throw down;kettlebell pistol squat;dumbbell palms in incline bench press;dumbbell lying single extension
"[0.7775906324386597, 0.6371237635612488, 0.653425395488739, 0.8321244716644287, 0.1428571492433548, 0.2857142984867096, 0.1428571492433548, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.0, 0.07505626976490021, 0.05714202672243118, 0.19664409756660461, 0.5510435104370117, 0.9561086893081665, 0.8864440321922302, 0.6089223027229309]","[0.26929011940956116, 0.3839910328388214, 0.5443854331970215, 0.0, 1.0, 0.0, 0.0, 0.17178873717784882, 0.0, 0.0, 1.0, 0.023054692894220352, 0.0, 0.0, 0.0, 0.42665308713912964, 0.6238484978675842, 0.7116544246673584, 0.556160032749176, 0.4312790036201477, 0.9769632816314697, 0.7247951030731201, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,sled 45° leg press (side pov);cable seated crunch;cable seated curl;dumbbell one arm upright row;barbell standing calf raise;dumbbell palms in incline bench press;impossible dips
"[0.39724770188331604, 0.5129431486129761, 0.6152779459953308, 0.31998851895332336, 0.0, 0.6666666865348816, 0.0, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.10740554332733154, 0.09147399663925171, 0.1895679533481598, 0.8226214051246643, 0.758213996887207, 0.6521854400634766, 0.9492654204368591]","[0.2902384400367737, 0.2545440196990967, 0.44325557351112366, 0.0, 1.0, 0.0, 0.0, 0.05334419384598732, 0.0, 0.0, 1.0, 0.060985200107097626, 0.0, 1.0, 0.0, 0.4530314803123474, 0.5791138410568237, 0.5801297426223755, 0.6301588416099548, 0.40231508016586304, 0.9740305542945862, 0.7498665452003479, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,dumbbell lying single extension;smith leg press;dumbbell one arm upright row
"[0.8439589738845825, 0.9178760647773743, 0.5523242354393005, 0.8443863987922668, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.1666666716337204, 0.0, 0.1666666716337204, 0.0, 0.1267193704843521, 0.1474212408065796, 0.26654332876205444, 0.6082708835601807, 0.5648750066757202, 0.8162344694137573, 0.8305618166923523]","[0.3780602216720581, 0.2981209456920624, 0.5550832748413086, 0.0, 1.0, 0.0, 0.0, 0.20144928991794586, 0.0, 0.0, 1.0, 0.1462194174528122, 0.0, 0.0, 0.0, 0.5512298345565796, 0.6266902685165405, 0.64919513463974, 0.6618911027908325, 0.41223740577697754, 0.9894179701805115, 0.6236980557441711, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,barbell wrist curl v. 2;barbell standing rocking leg calf raise;dumbbell one arm upright row;dumbbell standing concentration curl;weighted hyperextension (on stability ball);cable squatting curl
"[0.6925591230392456, 0.9642999768257141, 0.42241254448890686, 0.7604765892028809, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.4000000059604645, 0.0, 0.0, 0.07368588447570801, 0.12031106650829315, 0.11132614314556122, 0.7860038876533508, 0.7783901691436768, 0.545260488986969, 0.9305061101913452]","[0.30904290080070496, 0.33462151885032654, 0.5224077701568604, 0.0, 1.0, 0.0, 0.0, 0.14275550842285156, 0.0, 0.0, 1.0, 0.05630720034241676, 0.0, 0.0, 0.0, 0.2113684117794037, 0.36167898774147034, 0.5570177435874939, 0.5565271973609924, 0.3362245261669159, 0.9754021763801575, 0.6732460856437683, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,bent knee lying twist (male);smith incline bench press;dumbbell palms in incline bench press;barbell standing calf raise;sled 45° leg press (side pov)
"[0.7656919360160828, 0.5644839406013489, 0.5541356801986694, 0.8346232771873474, 0.0, 0.1428571492433548, 0.4285714328289032, 0.0, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.056457553058862686, 0.1172347292304039, 0.2457956075668335, 0.5269663333892822, 0.8468611836433411, 0.7849971652030945, 0.6427684426307678]","[0.254726767539978, 0.2759532034397125, 0.5963648557662964, 0.0, 1.0, 0.0, 0.0, 0.2355537712574005, 0.0, 1.0, 0.0, 0.06419644504785538, 0.0, 1.0, 0.0, 0.23141546547412872, 0.4014235734939575, 0.48537543416023254, 0.8112753629684448, 0.30087968707084656, 0.9604336619377136, 0.6941528916358948, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,sled 45° leg press (side pov);barbell standing calf raise;barbell incline bench press;weighted side bend (on stability ball);lever front pulldown;barbell wrist curl v. 2;dumbbell front raise
"[0.6377174258232117, 0.9211487770080566, 0.44594693183898926, 0.5483288168907166, 0.0, 0.2857142984867096, 0.0, 0.1428571492433548, 0.1428571492433548, 0.4285714328289032, 0.0, 0.0, 0.07022278755903244, 0.13612815737724304, 0.10301700234413147, 0.6305543780326843, 0.6793301701545715, 0.9113940596580505, 0.7489126920700073]","[0.395011305809021, 0.34336867928504944, 0.4841544032096863, 0.0, 1.0, 0.0, 0.0, 0.1804475635290146, 0.0, 1.0, 0.0, 0.13367903232574463, 0.0, 0.0, 0.0, 0.2845871150493622, 0.5284850597381592, 0.6680393815040588, 0.8383651971817017, 0.4251871407032013, 0.966151773929596, 0.6231886744499207, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,lever seated row;hack calf raise;smith incline bench press;dumbbell lying single extension;dumbbell standing concentration curl;cable seated crunch;kettlebell pistol squat
"[0.6354503035545349, 0.4265758693218231, 0.6614871025085449, 0.8431755900382996, 0.0, 0.4000000059604645, 0.20000000298023224, 0.0, 0.0, 0.4000000059604645, 0.0, 0.0, 0.0581851527094841, 0.13505850732326508, 0.19323906302452087, 0.8577457666397095, 0.869676411151886, 0.7237315773963928, 0.7849267721176147]","[0.6412820219993591, 0.35731908679008484, 0.37050729990005493, 0.0, 0.0, 1.0, 1.0, 0.29069772362709045, 0.0, 0.0, 1.0, 0.44785013794898987, 0.0, 0.0, 1.0, 0.8949288129806519, 0.4102887511253357, 0.5640329718589783, 0.6011275053024292, 0.3633820116519928, 0.9708324074745178, 0.3555013835430145, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,barbell incline bench press;dumbbell one arm hammer preacher curl;lever front pulldown;sled 45° leg press (side pov);dumbbell over bench revers wrist curl
"[0.8143284916877747, 0.8256632685661316, 0.3490321636199951, 0.8520530462265015, 0.25, 0.25, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.14264294505119324, 0.1061912328004837, 0.28245219588279724, 0.6568835377693176, 0.8445453643798828, 0.7194210290908813, 0.8740361332893372]","[0.4894993305206299, 0.30775511264801025, 0.5547621250152588, 0.0, 1.0, 0.0, 0.0, 0.16075454652309418, 0.0, 1.0, 0.0, 0.15740147233009338, 0.0, 0.0, 0.0, 0.5819535851478577, 0.43652477860450745, 0.7419396042823792, 0.7166654467582703, 0.36063697934150696, 0.9862483739852905, 0.4973650574684143, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,hack calf raise;cable decline fly;bent knee lying twist (male);dumbbell one arm upright row
"[0.46695277094841003, 0.3451775908470154, 0.6651971340179443, 0.6699891686439514, 0.0, 0.4000000059604645, 0.20000000298023224, 0.0, 0.0, 0.0, 0.4000000059604645, 0.0, 0.13753259181976318, 0.09396586567163467, 0.2842525839805603, 0.9009289145469666, 0.8589895963668823, 0.6427506804466248, 0.752845823764801]","[0.36274731159210205, 0.5460366010665894, 0.2016294300556183, 0.0, 0.0, 1.0, 1.0, 0.38643378019332886, 0.0, 0.0, 1.0, 0.4645528793334961, 0.0, 0.0, 1.0, 0.5976018309593201, 0.20194600522518158, 0.6593613028526306, 0.4799712300300598, 0.4173484146595001, 0.9608981609344482, 0.2753663957118988, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,dumbbell over bench revers wrist curl;weighted hyperextension (on stability ball);weighted side bend (on stability ball);barbell standing rocking leg calf raise;dumbbell one arm hammer preacher curl
"[0.7737839221954346, 0.4356488287448883, 0.5007779598236084, 0.7323766350746155, 0.0, 0.0, 0.20000000298023224, 0.0, 0.20000000298023224, 0.4000000059604645, 0.20000000298023224, 0.0, 0.11116169393062592, 0.12087786942720413, 0.23962664604187012, 0.5027744770050049, 0.7960379719734192, 0.8706443905830383, 0.6516745090484619]","[0.35121315717697144, 0.48033109307289124, 0.291096568107605, 0.0, 0.0, 1.0, 1.0, 0.3545478880405426, 0.0, 1.0, 0.0, 0.42901039123535156, 0.0, 0.0, 1.0, 0.6455363035202026, 0.18425768613815308, 0.6299068331718445, 0.6625187993049622, 0.4061843752861023, 0.9711430668830872, 0.5101774334907532, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,weighted side bend (on stability ball);barbell standing close grip curl;hack calf raise;cable seated crunch;lever seated row
"[0.8025918006896973, 0.9446151256561279, 0.5332352519035339, 0.5573885440826416, 0.1428571492433548, 0.5714285969734192, 0.0, 0.0, 0.1428571492433548, 0.1428571492433548, 0.0, 0.0, 0.1310884952545166, 0.11813176423311234, 0.17178328335285187, 0.5229374766349792, 0.7017664909362793, 0.8499311804771423, 0.912093997001648]","[0.3980916738510132, 0.33676645159721375, 0.44698309898376465, 0.0, 1.0, 0.0, 0.0, 0.2029212862253189, 0.0, 0.0, 1.0, 0.04146716743707657, 0.0, 0.0, 0.0, 0.3529857099056244, 0.510297417640686, 0.6915531754493713, 0.6121735572814941, 0.3984779119491577, 0.9874868392944336, 0.5687041878700256, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,bent knee lying twist (male);dumbbell one arm upright row;smith leg press;dumbbell front raise;dumbbell palms in incline bench press;dumbbell lying single extension;cable decline fly
"[0.8398287892341614, 0.6807143688201904, 0.6306107640266418, 0.6719337105751038, 0.0, 0.1428571492433548, 0.4285714328289032, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.0, 0.05409859120845795, 0.11333177983760834, 0.12552419304847717, 0.7731644511222839, 0.7972599864006042, 0.5086519718170166, 0.8611293435096741]","[0.27776288986206055, 0.3274524509906769, 0.4058639407157898, 0.0, 1.0, 0.0, 0.0, 0.15356874465942383, 0.0, 0.0, 0.0, 0.03205040842294693, 0.0, 0.0, 0.0, 0.47956132888793945, 0.5571540594100952, 0.6290169358253479, 0.6225153803825378, 0.30887550115585327, 0.9666682481765747, 0.6417151093482971, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,cable decline fly;lever seated row;cable seated curl;barbell incline bench press;barbell wrist curl v. 2;dumbbell palms in incline bench press;barbell seated overhead triceps extension
"[0.4656135141849518, 0.5192347764968872, 0.30924081802368164, 0.7154691219329834, 0.20000000298023224, 0.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, 0.0, 0.08960213512182236, 0.11745619028806686, 0.18840928375720978, 0.7423645853996277, 0.7295480966567993, 0.7457321882247925, 0.9467765688896179]","[0.2649964392185211, 0.26763877272605896, 0.45611870288848877, 0.0, 1.0, 0.0, 0.0, 0.16471531987190247, 0.0, 0.0, 0.0, 0.020649660378694534, 0.0, 0.0, 0.0, 0.4291284382343292, 0.4591755270957947, 0.6428895592689514, 0.7855039238929749, 0.34782958030700684, 0.9875906705856323, 0.6152821183204651, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,kettlebell pistol squat;barbell standing close grip curl;bent knee lying twist (male);weighted side bend (on stability ball);cable decline fly
